Date,Open,High,Low,Close,Adj Close,Volume
2020-12-11,263.359985,265.359985,262.649994,264.549988,260.208160,3454500
2020-12-14,266.140015,268.600006,265.269989,265.579987,261.221252,4576800
2020-12-15,267.510010,268.760010,266.200012,267.980011,263.581879,3754100
2020-12-16,268.529999,270.750000,267.510010,269.589996,265.165436,4669600
2020-12-17,272.160004,274.329987,271.299988,273.970001,269.473572,4247000
2020-12-18,274.589996,275.739990,270.299988,270.450012,266.011383,9817000
2020-12-21,268.559998,271.950012,265.880005,270.989990,266.542480,4339000
2020-12-22,270.059998,271.359985,268.510010,270.040009,265.608093,3140100
2020-12-23,270.059998,271.000000,268.200012,269.809998,265.381836,2337100
2020-12-24,269.440002,271.359985,269.399994,270.920013,266.473633,1093900
2020-12-28,272.170013,272.250000,269.239990,269.250000,264.831055,2633800
2020-12-29,269.980011,270.459991,265.070007,266.190002,261.821259,2572100
2020-12-30,266.109985,267.299988,264.920013,265.260010,260.906525,2511400
2020-12-31,265.570007,265.950012,263.579987,265.619995,261.260590,2607900
2021-01-04,266.010010,266.440002,261.059998,263.920013,259.588501,5002000
2021-01-05,262.660004,266.529999,262.260010,266.049988,261.683533,3822600
2021-01-06,264.059998,269.769989,261.869995,267.570007,263.178619,3949200
2021-01-07,266.950012,268.779999,266.170013,266.260010,261.890106,3833200
2021-01-08,267.350006,270.730011,267.000000,269.089996,264.673676,3757700
2021-01-11,267.470001,273.369995,267.260010,271.230011,266.778564,3764400
2021-01-12,271.109985,277.940002,270.649994,276.329987,271.794830,4030900
2021-01-13,278.309998,280.480011,273.940002,274.049988,269.552246,3921400
2021-01-14,274.500000,274.899994,267.670013,268.339996,263.935974,4641400
2021-01-15,268.630005,276.390015,268.000000,275.589996,271.066986,5131700
2021-01-19,278.000000,278.000000,273.019989,273.190002,268.706390,3615800
2021-01-20,273.250000,277.209991,271.500000,274.299988,269.798157,3498400
2021-01-21,276.220001,280.700012,275.670013,279.049988,274.470154,4397900
2021-01-22,279.260010,285.079987,277.869995,284.000000,279.338989,4501900
2021-01-25,283.850006,285.769989,281.420013,285.079987,280.401215,4025900
2021-01-26,285.420013,285.649994,281.700012,282.600006,277.961945,2472200
2021-01-27,279.989990,280.809998,273.079987,274.049988,269.552246,4337000
2021-01-28,276.170013,282.959991,274.929993,278.049988,273.486603,3463000
2021-01-29,275.809998,277.059998,270.029999,270.820007,266.375244,4079500
2021-02-01,271.230011,272.649994,267.250000,270.070007,265.637604,3707800
2021-02-02,270.000000,275.690002,269.989990,272.160004,267.693268,4111800
2021-02-03,271.890015,275.720001,270.709991,274.170013,269.670288,2802700
2021-02-04,274.250000,279.440002,274.250000,278.820007,274.243958,2976000
2021-02-05,280.290009,281.760010,277.809998,278.859985,274.283295,2389900
2021-02-08,279.690002,280.420013,276.890015,280.029999,275.434143,3475600
2021-02-09,279.660004,280.200012,276.619995,276.769989,272.227600,2507800
2021-02-10,278.029999,278.929993,276.250000,278.690002,274.116119,2410600
2021-02-11,277.929993,280.250000,276.010010,277.059998,272.512878,2595300
2021-02-12,277.119995,278.709991,276.579987,277.510010,272.955505,2392200
2021-02-16,277.010010,278.630005,274.880005,275.390015,270.870300,2873500
2021-02-17,275.540009,281.790009,275.399994,280.920013,276.309509,3536400
2021-02-18,280.799988,284.679993,279.829987,283.049988,278.404510,3532000
2021-02-19,282.869995,283.910004,279.440002,279.640015,275.050537,4079900
2021-02-22,278.209991,278.489990,273.630005,275.850006,271.322723,3995500
2021-02-23,269.380005,269.670013,257.579987,267.239990,262.854004,12111000
2021-02-24,263.230011,266.989990,254.029999,259.970001,255.703339,14512700
2021-02-25,259.750000,260.899994,254.710007,255.250000,251.060806,6545400
2021-02-26,257.769989,260.239990,256.109985,258.339996,254.100082,7871200
2021-03-01,258.809998,262.480011,258.470001,261.619995,257.326233,4528900
2021-03-02,261.679993,263.109985,259.769989,260.290009,256.018097,3740300
2021-03-03,259.279999,260.500000,256.010010,257.359985,253.136169,4257500
2021-03-04,256.000000,256.859985,247.100006,250.929993,246.811707,7154900
2021-03-05,252.259995,254.199997,246.589996,253.520004,249.359207,6351800
2021-03-08,254.229996,263.230011,252.520004,259.029999,254.778778,5037400
2021-03-09,262.730011,267.570007,261.790009,264.959991,260.611450,6625300
2021-03-10,265.920013,268.750000,264.079987,266.239990,263.511414,3798400
2021-03-11,268.600006,270.779999,267.200012,268.850006,266.094666,4371300
2021-03-12,267.450012,273.809998,266.760010,273.100006,270.301147,4190500
2021-03-15,274.500000,279.649994,274.339996,278.540009,275.685394,4355200
2021-03-16,278.540009,282.519989,277.649994,282.079987,279.189087,4458900
2021-03-17,281.140015,283.880005,279.250000,280.029999,277.160095,5908400
2021-03-18,279.029999,285.470001,277.760010,283.160004,280.258026,4808100
2021-03-19,283.640015,289.100006,282.429993,289.100006,286.137146,13729200
2021-03-22,286.500000,290.329987,284.200012,288.940002,285.978790,5564700
2021-03-23,289.609985,293.429993,288.940002,289.980011,287.008148,4801200
2021-03-24,289.260010,296.779999,288.989990,292.750000,289.749725,4842000
2021-03-25,293.029999,297.880005,292.459991,297.179993,294.134308,5373500
2021-03-26,297.339996,304.000000,296.029999,303.809998,300.696381,5865900
2021-03-29,303.299988,305.549988,299.929993,302.200012,299.102905,4642900
2021-03-30,301.649994,305.679993,300.040009,304.820007,301.696045,5045400
2021-03-31,305.500000,308.019989,304.140015,305.250000,302.121613,4744100
2021-04-01,306.880005,308.549988,303.890015,307.750000,304.596008,3923900
2021-04-05,309.839996,315.850006,309.739990,315.399994,312.167603,4697200
2021-04-06,313.609985,315.940002,313.130005,313.779999,310.564209,3988600
2021-04-07,312.839996,315.140015,310.929993,312.470001,309.267639,3799300
2021-04-08,312.700012,315.250000,310.589996,314.429993,311.207550,4035600
2021-04-09,315.369995,319.320007,314.750000,319.230011,315.958374,4607800
2021-04-12,317.720001,321.309998,317.309998,320.790009,317.502380,3556800
2021-04-13,320.529999,320.899994,317.000000,320.399994,317.116364,3635100
2021-04-14,319.709991,322.700012,319.290009,320.019989,316.740234,3440600
2021-04-15,320.209991,323.399994,320.049988,322.739990,319.432373,3508200
2021-04-16,324.839996,328.670013,323.940002,328.079987,324.717621,6213100
2021-04-19,326.489990,328.829987,325.440002,326.850006,323.500275,4494300
2021-04-20,326.000000,327.690002,322.160004,323.959991,320.639862,4462900
2021-04-21,324.959991,327.910004,323.890015,325.950012,322.609497,3740100
2021-04-22,326.200012,326.429993,318.839996,321.459991,318.165466,4875000
2021-04-23,322.190002,325.529999,319.579987,323.890015,320.570618,3405700
2021-04-26,323.679993,324.000000,319.320007,319.989990,316.710541,2848500
2021-04-27,320.500000,322.470001,320.380005,320.589996,317.304413,3335800
2021-04-28,321.950012,322.959991,319.299988,319.709991,316.433441,2713400
2021-04-29,321.709991,325.790009,321.079987,325.339996,322.005707,3261900
2021-04-30,325.049988,325.829987,321.609985,323.670013,320.352844,3118700
2021-05-03,326.279999,331.619995,325.679993,330.269989,326.885193,3683700
2021-05-04,329.119995,333.230011,328.880005,332.769989,329.359589,3954400
2021-05-05,334.250000,334.250000,331.160004,332.049988,328.646942,3227200
2021-05-06,333.670013,337.809998,333.230011,337.579987,334.120270,3539600
2021-05-07,336.679993,339.809998,335.529999,339.250000,335.773193,2998100
2021-05-10,340.450012,345.690002,339.540009,341.119995,337.624023,4840600
2021-05-11,337.549988,338.000000,328.209991,330.660004,327.271240,5500900
2021-05-12,326.519989,328.799988,316.269989,317.000000,313.751221,5822000
2021-05-13,319.000000,327.420013,318.690002,325.420013,322.084930,5159800
2021-05-14,326.290009,327.320007,321.859985,323.630005,320.313263,3998000
2021-05-17,321.000000,322.829987,315.309998,320.010010,316.730377,4388000
2021-05-18,320.000000,324.559998,314.779999,316.750000,313.503754,7010300
2021-05-19,312.000000,314.750000,309.070007,314.450012,311.227325,5242100
2021-05-20,314.890015,319.709991,314.890015,315.899994,312.662476,3854700
2021-05-21,317.000000,319.279999,314.450012,315.769989,312.533813,3920600
2021-05-24,316.839996,318.739990,314.589996,314.839996,311.613342,2930600
2021-05-25,315.529999,317.100006,314.250000,316.750000,313.503754,3523300
2021-05-26,317.809998,321.380005,316.679993,317.329987,314.077820,2881600
2021-05-27,317.299988,320.410004,317.299988,318.769989,315.503052,3734800
2021-05-28,320.369995,321.510010,318.850006,318.910004,315.641632,3194000
